raceID,raceDay,raceClass,racePlace,raceNumber,name,type,distance
202412080507,20241208,1勝,中京,7R,3歳以上1勝クラス,芝,2000
202412080508,20241208,1勝,中京,8R,3歳以上1勝クラス,ダート,1400
202412080509,20241208,1勝,中京,9R,大須特別,ダート,1800
202412080510,20241208,2勝,中京,10R,名古屋日刊スポーツ杯,芝,2000
202412080511,20241208,3勝,中京,11R,知立ステークス,芝,1200
202412080512,20241208,1勝,中京,12R,3歳以上1勝クラス,芝,1600
202412140201,20241214,未勝利,中山,1R,2歳未勝利,ダート,1200
202412140202,20241214,未勝利,中山,2R,2歳未勝利,ダート,1800
202412140203,20241214,未勝利,中山,3R,2歳未勝利,ダート,1200
202412140204,20241214,未勝利,中山,4R,2歳未勝利,ダート,1800
202412140205,20241214,新馬,中山,5R,2歳新馬,芝,2000
202412140206,20241214,新馬,中山,6R,2歳新馬,ダート,1800
202412140207,20241214,未勝利,中山,7R,2歳未勝利,芝,1800
202412140208,20241214,1勝,中山,8R,3歳以上1勝クラス,ダート,1800
202412140209,20241214,1勝,中山,9R,ひいらぎ賞,芝,1600
202412140210,20241214,2勝,中山,10R,霞ヶ浦特別,芝,1800
202412140211,20241214,GⅢ,中山,11R,第10回 ターコイズステークス,芝,1600
202412140212,20241214,2勝,中山,12R,3歳以上2勝クラス,ダート,1200
202412140301,20241214,未勝利,京都,1R,2歳未勝利,ダート,1200
202412140302,20241214,未勝利,京都,2R,2歳未勝利,ダート,1800
202412140303,20241214,未勝利,京都,3R,2歳未勝利,芝,1200
202412140304,20241214,オープン,京都,4R,障害3歳以上オープン,障害,3170
202412140305,20241214,新馬,京都,5R,2歳新馬,芝,2000
202412140306,20241214,新馬,京都,6R,2歳新馬,ダート,1200
202412140307,20241214,未勝利,京都,7R,2歳未勝利,芝,1800
202412140308,20241214,1勝,京都,8R,3歳以上1勝クラス,ダート,1800
202412140309,20241214,2勝,京都,9R,深草特別,ダート,1200
202412140310,20241214,2勝,京都,10R,出町特別,ダート,1800
202412140311,20241214,オープン,京都,11R,タンザナイトステークス,芝,1200
202412140312,20241214,2勝,京都,12R,3歳以上2勝クラス,芝,1600
202412140501,20241214,未勝利,中京,1R,2歳未勝利,ダート,1400
202412140502,20241214,1勝,中京,2R,3歳以上1勝クラス,ダート,1800
202412140503,20241214,1勝,中京,3R,3歳以上1勝クラス,ダート,1200
202412140504,20241214,未勝利,中京,4R,2歳未勝利,芝,1400
202412140505,20241214,未勝利,中京,5R,2歳未勝利,芝,2000
202412140506,20241214,1勝,中京,6R,3歳以上1勝クラス,ダート,1400
202412140507,20241214,1勝,中京,7R,3歳以上1勝クラス,ダート,1800
202412140508,20241214,1勝,中京,8R,2024ヤングジョッキーズシリーズ ファイナルラウンド中京第1戦（地方騎手招待）,芝,2000
202412140509,20241214,オープン,中京,9R,スポーツ報知杯 中京2歳ステークス,芝,1200
202412140510,20241214,2勝,中京,10R,2024ヤングジョッキーズシリーズ ファイナルラウンド中京第2戦（地方騎手招待）,ダート,1400
202412140511,20241214,3勝,中京,11R,尾頭橋ステークス,ダート,1800
202412140512,20241214,1勝,中京,12R,3歳以上1勝クラス,芝,1400
202412150201,20241215,未勝利,中山,1R,2歳未勝利,ダート,1200
202412150202,20241215,未勝利,中山,2R,2歳未勝利,ダート,1800
202412150203,20241215,未勝利,中山,3R,2歳未勝利,芝,1600
202412150204,20241215,未勝利,中山,4R,障害3歳以上未勝利,障害,2880
202412150205,20241215,新馬,中山,5R,2歳新馬,芝,1600
202412150206,20241215,新馬,中山,6R,2歳新馬,ダート,1200
202412150207,20241215,未勝利,中山,7R,2歳未勝利,芝,2000
202412150208,20241215,1勝,中山,8R,3歳以上1勝クラス,ダート,1200
202412150209,20241215,2勝,中山,9R,香取特別,ダート,2400
202412150210,20241215,3勝,中山,10R,北総ステークス,ダート,1800
202412150211,20241215,オープン,中山,11R,ディセンバーステークス（L),芝,1800
202412150212,20241215,1勝,中山,12R,3歳以上1勝クラス,芝,1600
202412150301,20241215,未勝利,京都,1R,2歳未勝利,ダート,1800
202412150302,20241215,未勝利,京都,2R,2歳未勝利,ダート,1400
202412150303,20241215,未勝利,京都,3R,2歳未勝利,ダート,1800
202412150304,20241215,未勝利,京都,4R,2歳未勝利,芝,1800
202412150305,20241215,新馬,京都,5R,2歳新馬,芝,1600
202412150306,20241215,新馬,京都,6R,2歳新馬,ダート,1800
202412150307,20241215,1勝,京都,7R,3歳以上1勝クラス,ダート,1400
202412150308,20241215,1勝,京都,8R,3歳以上1勝クラス,芝,2200
202412150309,20241215,2勝,京都,9R,小倉山特別,ダート,1800
202412150310,20241215,3勝,京都,10R,JRAウルトラプレミアム サリオスカップ,ダート,1400
202412150311,20241215,GⅠ,京都,11R,第76回 朝日杯フューチュリティステークス,芝,1600
202412150312,20241215,3勝,京都,12R,東山ステークス,芝,1400
202412150501,20241215,未勝利,中京,1R,2歳未勝利,ダート,1800
202412150502,20241215,1勝,中京,2R,3歳以上1勝クラス,ダート,1200
202412150503,20241215,1勝,中京,3R,3歳以上1勝クラス,ダート,1800
202412150504,20241215,未勝利,中京,4R,2歳未勝利,芝,1600
202412150505,20241215,新馬,中京,5R,2歳新馬,芝,1400
202412150506,20241215,1勝,中京,6R,3歳以上1勝クラス,ダート,1900
202412150507,20241215,1勝,中京,7R,3歳以上1勝クラス,ダート,1400
202412150508,20241215,1勝,中京,8R,3歳以上1勝クラス,芝,1600
202412150509,20241215,1勝,中京,9R,寒椿賞,ダート,1400
202412150510,20241215,2勝,中京,10R,一宮特別,芝,2200
202412150511,20241215,オープン,中京,11R,コールドムーンステークス,ダート,1400
202412150512,20241215,2勝,中京,12R,尾張特別,芝,1200
202412210201,20241221,未勝利,中山,1R,2歳未勝利,ダート,1200
202412210202,20241221,未勝利,中山,2R,2歳未勝利,ダート,1800
202412210203,20241221,未勝利,中山,3R,2歳未勝利,芝,1600
202412210204,20241221,未勝利,中山,4R,2歳未勝利,ダート,1800
202412210205,20241221,新馬,中山,5R,2歳新馬,芝,1800
202412210206,20241221,新馬,中山,6R,2歳新馬,ダート,1800
202412210207,20241221,1勝,中山,7R,2歳1勝クラス,ダート,1200
202412210208,20241221,1勝,中山,8R,3歳以上1勝クラス,ダート,1200
202412210209,20241221,1勝,中山,9R,ノエル賞,芝,2200
202412210210,20241221,Jpn GⅠ,中山,10R,第147回 中山大障害,障害,4100
202412210211,20241221,3勝,中山,11R,グレイトフルステークス,芝,2500
202412210212,20241221,2勝,中山,12R,クリスマスカップ,芝,1200
202412210301,20241221,未勝利,京都,1R,2歳未勝利,ダート,1800
202412210302,20241221,未勝利,京都,2R,2歳未勝利,ダート,1200
202412210303,20241221,未勝利,京都,3R,2歳未勝利,ダート,1800
202412210304,20241221,未勝利,京都,4R,2歳未勝利,芝,2000
202412210305,20241221,新馬,京都,5R,2歳新馬,芝,1600
202412210306,20241221,新馬,京都,6R,2歳新馬,ダート,1400
202412210307,20241221,1勝,京都,7R,3歳以上1勝クラス,ダート,1800
202412210308,20241221,1勝,京都,8R,3歳以上1勝クラス,ダート,1400
202412210309,20241221,1勝,京都,9R,万両賞,芝,1400
202412210310,20241221,3勝,京都,10R,御陵ステークス,ダート,1800
202412210311,20241221,GⅡ,京都,11R,第19回 阪神カップ,芝,1400
202412210312,20241221,2勝,京都,12R,3歳以上2勝クラス,芝,1800
202412220201,20241222,未勝利,中山,1R,2歳未勝利,ダート,1200
202412220202,20241222,未勝利,中山,2R,2歳未勝利,ダート,1800
202412220203,20241222,未勝利,中山,3R,2歳未勝利,芝,1200
202412220204,20241222,未勝利,中山,4R,2歳未勝利,芝,2000
202412220205,20241222,新馬,中山,5R,2歳新馬,ダート,1200
202412220206,20241222,新馬,中山,6R,2歳新馬,芝,1600
202412220207,20241222,1勝,中山,7R,3歳以上1勝クラス,ダート,1800
202412220208,20241222,2勝,中山,8R,冬至特別,ダート,1200
202412220209,20241222,2勝,中山,9R,グッドラックハンデキャップ,芝,2500
202412220210,20241222,2勝,中山,10R,JRAウルトラプレミアム オルフェーヴルカップ,芝,1600
202412220211,20241222,GⅠ,中山,11R,有馬記念（第69回グランプリ）,芝,2500
202412220212,20241222,3勝,中山,12R,2024フェアウェルステークス,ダート,1200
202412220301,20241222,未勝利,京都,1R,2歳未勝利,ダート,1400
202412220302,20241222,未勝利,京都,2R,2歳未勝利,芝,1600
202412220303,20241222,未勝利,京都,3R,2歳未勝利,芝,1400
202412220304,20241222,新馬,京都,4R,2歳新馬,ダート,1800
202412220305,20241222,未勝利,京都,5R,障害3歳以上未勝利,障害,2910
202412220306,20241222,新馬,京都,6R,2歳新馬,芝,1800
202412220307,20241222,1勝,京都,7R,3歳以上1勝クラス,ダート,1200
202412220308,20241222,2勝,京都,8R,3歳以上2勝クラス,ダート,1400
202412220309,20241222,2勝,京都,9R,クリスマスエルフ賞,ダート,1800
202412220310,20241222,3勝,京都,10R,サンタクロースステークス,芝,2000
202412220311,20241222,オープン,京都,11R,りんくうステークス,ダート,1200
202412220312,20241222,2勝,京都,12R,ジングルベル賞,芝,1400
202412280201,20241228,未勝利,中山,1R,2歳未勝利,ダート,1200
202412280202,20241228,未勝利,中山,2R,2歳未勝利,ダート,1800
202412280203,20241228,未勝利,中山,3R,2歳未勝利,芝,1600
202412280204,20241228,未勝利,中山,4R,2歳未勝利,芝,1800
202412280205,20241228,新馬,中山,5R,2歳新馬,芝,2000
202412280206,20241228,新馬,中山,6R,2歳新馬,ダート,1200
202412280207,20241228,1勝,中山,7R,3歳以上1勝クラス,芝,1800
202412280208,20241228,1勝,中山,8R,3歳以上1勝クラス,ダート,1200
202412280209,20241228,2勝,中山,9R,ベストウィッシュカップ,ダート,1200
202412280210,20241228,2勝,中山,10R,JRAウルトラプレミアム コントレイルカップ,ダート,1800
202412280211,20241228,GⅠ,中山,11R,第41回 ホープフルステークス,芝,2000
202412280212,20241228,3勝,中山,12R,2024ファイナルステークス,芝,1600
202412280301,20241228,未勝利,京都,1R,2歳未勝利,ダート,1400
202412280302,20241228,未勝利,京都,2R,2歳未勝利,ダート,1800
202412280303,20241228,未勝利,京都,3R,2歳未勝利,芝,2000
202412280304,20241228,未勝利,京都,4R,障害3歳以上未勝利,障害,2910
202412280305,20241228,新馬,京都,5R,2歳新馬,芝,2000
202412280306,20241228,1勝,京都,6R,2歳1勝クラス,ダート,1800
202412280307,20241228,1勝,京都,7R,3歳以上1勝クラス,芝,1800
202412280308,20241228,1勝,京都,8R,3歳以上1勝クラス,ダート,1800
202412280309,20241228,2勝,京都,9R,春待月賞,ダート,1400
202412280310,20241228,2勝,京都,10R,フォーチュンカップ,芝,2000
202412280311,20241228,オープン,京都,11R,ベテルギウスステークス（L）,ダート,1800
202412280312,20241228,3勝,京都,12R,カウントダウンステークス,芝,1200

